gene_id,strand,lost_len,ctrl_len,lost_at_frac,ctrl_at_frac,lost_are_pent,ctrl_are_pent,lost_are_nona,ctrl_are_nona,lost_miR-34a-5p,ctrl_miR-34a-5p,lost_let-7a-5p,ctrl_let-7a-5p,lost_miR-21-5p,ctrl_miR-21-5p,lost_miR-221-3p,ctrl_miR-221-3p,lost_miR-17-5p,ctrl_miR-17-5p,lost_miR-155-5p,ctrl_miR-155-5p,symbol,lost_seed_total,ctrl_seed_total
ENSG00000171681,+,8065,8065,0.6652200867947923,0.5630502169869808,27,22,0,0,0,0,1,3,0,0,0,0,2,5,1,1,ATF7IP,4,9
ENSG00000171763,+,16237,16237,0.6059616924308677,0.579602143253064,43,34,1,0,1,1,5,2,2,5,0,0,10,2,0,2,SPATA5L1,18,12
ENSG00000171793,+,21964,21964,0.5566381351302131,0.5376980513567656,34,31,2,2,2,2,1,1,1,1,4,0,4,5,0,1,CTPS1,12,10
ENSG00000171862,+,1440,1440,0.7,0.6215277777777778,7,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,PTEN,0,2
ENSG00000171867,+,1524,1524,0.6679790026246719,0.6181102362204725,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PRNP,0,2
ENSG00000171928,+,21122,21122,0.6163242117223747,0.5440299214089575,56,32,1,2,0,0,3,1,0,0,2,0,5,12,4,2,TVP23B,14,15
ENSG00000171962,+,23144,23144,0.5067836156239198,0.4847908745247148,23,28,0,6,3,5,3,1,0,1,0,0,7,3,1,1,DRC3,14,11
ENSG00000172058,+,9648,9648,0.5770107794361525,0.5661276948590381,25,14,1,0,1,2,0,0,0,1,0,2,7,7,1,1,SERF1A,9,13
ENSG00000172183,+,11520,11520,0.46848958333333335,0.5125,10,13,5,1,2,0,0,1,0,0,1,0,1,0,0,0,ISG20,4,1
ENSG00000172322,+,6363,6363,0.6698098381266698,0.6102467389596102,26,12,0,0,0,0,0,3,0,0,0,0,0,1,0,1,CLEC12A,0,5
ENSG00000172375,+,5362,5362,0.5512868332711675,0.4558000745990302,10,8,0,1,0,1,0,1,0,0,0,0,0,3,0,0,C2CD2L,0,5
ENSG00000172687,+,20427,20427,0.6111519067900328,0.5793802320458217,50,60,0,5,1,0,4,0,1,0,1,1,2,5,3,2,ZNF738,12,8
ENSG00000172795,+,41381,41381,0.6260361035257727,0.5842053116164423,118,92,4,7,4,2,2,1,1,1,1,2,9,10,4,1,DCP2,21,17
ENSG00000172890,+,40305,40305,0.4818012653516933,0.4942811065624612,47,51,3,5,5,6,5,1,1,1,1,1,6,6,1,1,NADSYN1,19,16
ENSG00000172939,+,15455,15455,0.5979294726625688,0.6141054674862504,32,53,1,2,2,0,2,3,0,0,2,0,4,1,1,1,OXSR1,11,5
ENSG00000173153,+,4730,4730,0.4241014799154334,0.41014799154334036,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,ESRRA,1,2
ENSG00000173193,+,25445,25445,0.6120259382982904,0.5677343289447828,68,54,16,2,2,1,1,2,1,1,0,0,3,5,1,1,PARP14,8,10
ENSG00000173200,+,30947,30947,0.5777296668497754,0.6104953630400362,59,70,10,5,1,5,1,2,0,2,2,2,3,7,2,1,PARP15,9,19
ENSG00000173548,+,9638,9638,0.4501971363353393,0.44386802241128864,8,3,1,0,3,1,0,0,0,0,2,1,1,2,0,1,SNX33,6,5
ENSG00000173559,+,11958,11958,0.6181635725037632,0.5920722528850978,34,36,1,1,2,0,1,0,0,0,0,1,2,3,3,1,NABP1,8,5
ENSG00000173660,+,6412,6412,0.5349344978165939,0.5085776668746101,3,10,0,1,0,0,1,1,0,0,0,1,4,3,1,1,UQCRH,6,6
ENSG00000173692,+,49191,49191,0.6275944786647965,0.5846597954910451,143,107,4,5,6,2,0,5,5,3,2,1,10,10,7,4,PSMD1,30,25
ENSG00000173715,+,9621,9621,0.5801891695249974,0.5945327928489762,24,22,0,1,0,1,0,1,0,1,0,1,9,2,3,0,C11orf80,12,6
ENSG00000173848,+,4621,4621,0.6137199740315948,0.6643583639904782,12,14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,NET1,0,1
ENSG00000174004,+,6248,6248,0.5172855313700384,0.47935339308578745,11,6,0,2,2,0,0,0,0,0,1,1,2,3,0,0,NRROS,5,4
ENSG00000174132,+,33919,33919,0.6496358972847077,0.6330080485863381,102,100,2,1,3,2,0,2,2,2,6,0,4,4,3,2,FAM174A,18,12
ENSG00000174516,+,369,369,0.43089430894308944,0.3089430894308943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PELI3,0,1
ENSG00000174574,+,9816,9816,0.5770171149144254,0.5352485737571312,15,29,0,12,0,0,0,1,0,0,0,1,3,4,0,0,AKIRIN1,3,6
ENSG00000174720,+,8233,8233,0.5854488035952873,0.6077978865541115,29,23,0,0,0,0,1,0,0,0,0,0,3,4,0,2,LARP7,4,6
ENSG00000174738,+,11153,11153,0.5920380166771272,0.5360889446785618,22,26,0,3,0,0,1,1,0,2,1,0,3,6,1,0,NR1D2,6,9
ENSG00000174749,+,17156,17156,0.6333061319654931,0.6321986477034274,45,46,0,0,1,2,2,0,0,0,1,1,4,4,2,2,FAM241A,10,9
ENSG00000174780,+,17236,17236,0.6303086563007658,0.6093061035042934,57,52,3,2,1,0,0,1,0,0,1,3,4,7,0,0,SRP72,6,11
ENSG00000174796,+,16273,16273,0.5877834449701961,0.6214588582314263,34,37,1,3,1,2,0,2,0,2,0,0,5,3,2,2,THAP6,8,11
ENSG00000175155,+,30442,30442,0.550555154063465,0.5233887392418369,50,32,6,4,2,3,1,2,1,0,2,1,6,6,0,4,YPEL2,12,16
ENSG00000175445,+,5234,5234,0.5957202904088651,0.5947649980894154,22,16,12,3,0,0,1,0,0,1,0,1,0,0,0,0,LPL,1,2
ENSG00000175467,+,6266,6266,0.4321736354931376,0.45116501755505906,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,SART1,2,1
ENSG00000175544,+,11763,11763,0.44724985122842814,0.4269319051262433,11,1,2,0,0,2,0,1,2,0,0,0,4,1,1,0,CABP4,7,4
ENSG00000175556,+,38665,38665,0.5702573386783913,0.5480925901978534,59,46,1,5,5,5,4,1,2,2,0,4,3,10,4,2,LONRF3,18,24
ENSG00000175727,+,15419,15419,0.5217588689279461,0.5039237304624165,14,24,1,3,1,0,0,0,1,0,1,0,1,6,0,0,MLXIP,4,6
ENSG00000175782,+,6795,6795,0.574981604120677,0.5740986019131714,11,19,0,1,0,0,0,0,0,0,1,0,5,2,0,0,SLC35E3,6,2
ENSG00000175787,+,40847,40847,0.5883418610913899,0.5907655396969178,84,80,1,9,7,3,1,0,2,1,6,4,15,16,0,4,ZNF169,31,28
ENSG00000176148,+,12575,12575,0.5915705765407555,0.562544731610338,23,27,1,0,2,1,1,0,0,0,0,1,3,7,2,3,TCP11L1,8,12
ENSG00000176597,+,11625,11625,0.5681720430107526,0.5378924731182796,16,23,0,1,0,1,2,3,0,0,1,1,0,2,1,0,B3GNT5,4,7
ENSG00000176681,+,19009,19009,0.5966647377557999,0.5454258509127256,48,30,1,1,0,0,2,2,1,2,2,0,7,3,0,0,LRRC37A,12,7
ENSG00000176783,+,48813,48813,0.5235285682092885,0.5301661442648474,54,74,3,5,6,4,5,4,2,0,1,2,22,21,3,2,RUFY1,39,33
ENSG00000176788,+,8028,8028,0.583582461385152,0.5825859491778774,17,22,0,1,0,1,0,0,0,0,0,0,2,1,0,0,BASP1,2,2
ENSG00000176953,+,2035,2035,0.46339066339066337,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NFATC2IP,0,2
ENSG00000176986,+,10181,10181,0.49248600333955406,0.5404184264806994,6,17,1,0,2,2,1,1,0,1,2,1,3,6,0,0,SEC24C,8,11
ENSG00000177156,+,580,580,0.6,0.5189655172413793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TALDO1,0,0
ENSG00000177311,+,38714,38714,0.5646277832308726,0.5777496512889394,79,98,4,1,5,3,1,4,2,1,1,3,11,8,1,3,ZBTB38,21,22
ENSG00000177479,+,10510,10510,0.5784015223596575,0.5517602283539487,23,29,2,3,0,0,2,0,0,1,0,1,3,3,2,1,ARIH2,7,6
ENSG00000177663,+,20612,20612,0.4909761304094702,0.5403163205899476,21,40,1,8,2,1,3,0,1,1,1,0,4,7,0,0,IL17RA,11,9
ENSG00000177853,+,4117,4117,0.6390575661889726,0.6371144036920088,10,10,0,0,0,0,1,1,0,0,0,0,0,1,0,0,ZNF518A,1,2
ENSG00000177879,+,9445,9445,0.6804658549497088,0.6401270513499205,50,33,2,2,1,1,3,0,0,1,0,0,1,0,0,0,AP3S1,5,2
ENSG00000177917,+,9425,9425,0.6296021220159151,0.6511405835543767,28,26,0,1,0,0,0,0,1,1,1,1,0,1,2,0,ARL6IP6,4,3
ENSG00000177954,+,3265,3265,0.5445635528330781,0.5022970903522205,4,7,0,3,0,0,0,0,0,0,0,0,2,2,0,0,RPS27,2,2
ENSG00000178234,+,45592,45592,0.5956527460958063,0.5887875065801018,119,101,13,2,1,5,1,2,3,2,3,6,13,6,4,3,GALNT11,25,24
ENSG00000178295,+,32952,32952,0.642874484098082,0.6302804078659869,99,88,3,1,0,3,2,2,2,5,2,4,5,11,2,3,GEN1,13,28
ENSG00000178301,+,10910,10910,0.6117323556370302,0.5784601283226398,20,30,0,2,0,1,1,0,0,0,2,0,3,6,1,0,AQP11,7,7
ENSG00000178425,+,17370,17370,0.6644789867587795,0.6281519861830742,73,48,1,3,0,0,1,1,1,2,0,2,4,1,5,0,NT5DC1,11,6
ENSG00000178467,+,16313,16313,0.4519708208177527,0.5016857720836143,9,16,0,1,4,3,0,0,0,0,1,1,1,9,0,0,P4HTM,6,13
ENSG00000178809,+,5269,5269,0.4822546972860125,0.4721958625925223,3,11,0,3,1,2,1,0,0,0,0,0,0,2,0,0,TRIM73,2,4
ENSG00000178982,+,7293,7293,0.5045934457699164,0.45591663238722063,7,3,1,0,1,1,0,0,1,0,0,0,2,4,1,0,EIF3K,5,5
ENSG00000178996,+,1079,1079,0.6181649675625579,0.58758109360519,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SNX18,0,1
ENSG00000179021,+,4652,4652,0.6182287188306105,0.6309114359415305,12,21,0,0,0,1,0,0,0,0,1,1,3,1,0,0,C3orf38,4,3
ENSG00000179218,+,1400,1400,0.48714285714285716,0.48642857142857143,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,CALR,1,1
ENSG00000179299,+,49353,49353,0.6115940267055701,0.591331833931068,134,115,6,7,4,3,5,7,6,1,3,1,16,15,5,6,NSUN7,39,33
ENSG00000179832,+,36253,36253,0.46724409014426393,0.47540893167462,40,41,18,5,1,7,6,1,0,2,0,1,8,16,3,2,MROH1,18,29
ENSG00000180233,+,43825,43825,0.6469138619509412,0.6018026240730177,153,125,4,8,3,1,1,2,5,2,4,5,5,10,3,5,ZNRF2,21,25
ENSG00000180354,+,3692,3692,0.5579631635969664,0.550650054171181,8,11,0,0,0,2,1,0,1,0,0,1,0,1,0,1,MTURN,2,5
ENSG00000180376,+,34255,34255,0.603970223325062,0.5918552036199095,86,72,5,1,0,3,3,5,3,2,0,4,10,7,0,3,CCDC66,16,24
ENSG00000180573,+,12582,12582,0.5817835002384358,0.6276426641233508,29,61,2,2,1,1,2,0,0,2,1,0,3,1,0,0,H2AC6,7,4
ENSG00000180871,+,6459,6459,0.5370800433503639,0.5321257160551169,6,10,0,2,0,1,0,1,0,0,0,1,2,1,0,0,CXCR2,2,4
ENSG00000181027,+,24510,24510,0.503467972256222,0.46189310485516116,27,24,7,11,2,6,3,3,0,1,1,0,14,7,2,1,FKRP,22,18
ENSG00000181036,+,419,419,0.6181384248210023,0.5823389021479713,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FCRL6,0,0
ENSG00000181038,+,9824,9824,0.5163884364820847,0.4935871335504886,15,9,0,0,0,1,0,0,0,1,0,1,4,6,1,0,METTL23,5,9
ENSG00000181222,+,21476,21476,0.49464518532315144,0.4789066865338052,17,21,1,1,0,2,5,0,2,0,0,0,11,7,1,1,POLR2A,19,10
ENSG00000181467,+,18634,18634,0.6148438338520983,0.5564022754105399,54,40,1,1,1,2,1,0,2,1,1,1,6,4,0,2,RAP2B,11,10
ENSG00000181513,+,4447,4447,0.4261299752642231,0.5077580391275017,2,4,0,0,1,0,0,0,0,0,0,0,1,4,0,0,ACBD4,2,4
ENSG00000181704,+,1515,1515,0.6382838283828383,0.5201320132013202,12,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,YIPF6,1,1
ENSG00000181991,+,3277,3277,0.5797985962770827,0.5425694232529753,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,MRPS11,1,0
ENSG00000182149,+,454,454,0.5,0.6145374449339207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IST1,0,0
ENSG00000182150,+,19838,19838,0.6330275229357798,0.6375138622845045,60,59,1,2,0,1,1,1,2,0,0,1,1,3,1,2,ERCC6L2,5,8
ENSG00000182183,+,12566,12566,0.5779882221868534,0.5155180646188127,18,16,0,0,2,1,1,0,1,0,1,0,4,7,0,1,SHISAL2A,9,9
ENSG00000182220,+,13082,13082,0.6035009937318453,0.5504510013759364,29,20,0,1,2,1,0,0,1,0,2,0,4,3,2,0,ATP6AP2,11,4
ENSG00000182362,+,4626,4626,0.41936878512754,0.5233463035019456,0,4,0,0,1,0,0,0,0,0,0,0,2,3,0,0,YBEY,3,3
ENSG00000182481,+,1238,1238,0.6502423263327949,0.574313408723748,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,KPNA2,0,2
ENSG00000182541,+,47109,47109,0.5194761085992061,0.5416374790379758,45,54,6,0,10,3,6,2,4,1,2,8,19,16,1,4,LIMK2,42,34
ENSG00000182606,+,22551,22551,0.5554964303135116,0.5339896235200213,35,28,6,2,3,1,1,2,1,0,1,1,8,11,1,0,TRAK1,15,15
ENSG00000182866,+,19060,19060,0.4924449108079748,0.4981636935991606,15,34,1,10,1,1,3,1,0,1,0,1,14,10,0,0,LCK,18,14
ENSG00000182923,+,2601,2601,0.6378316032295271,0.649365628604383,15,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,CEP63,0,0
ENSG00000183019,+,4813,4813,0.403698317057968,0.4959484728859339,5,3,0,0,0,2,0,1,0,0,0,0,0,2,0,0,MCEMP1,0,5
ENSG00000183020,+,22587,22587,0.4292734758932129,0.4397219639615708,11,19,1,7,2,2,1,2,0,0,0,1,1,4,0,0,AP2A2,4,9
ENSG00000183077,+,18396,18396,0.4858664927158078,0.45031528593172426,12,11,1,1,0,1,0,4,0,1,0,0,8,7,2,0,AFMID,10,13
ENSG00000183283,+,16771,16771,0.5429610637409814,0.532764891777473,24,19,2,1,1,0,0,0,2,2,0,0,7,4,3,0,DAZAP2,13,6
ENSG00000183340,+,1665,1665,0.6348348348348348,0.5117117117117117,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,JRKL,2,0
ENSG00000183474,+,14133,14133,0.6191891318191467,0.6342602419868393,42,42,4,3,0,0,0,0,2,1,2,0,8,7,0,1,GTF2H2C,12,9
ENSG00000183475,+,7682,7682,0.6340796667534496,0.5984118719083572,15,19,0,4,0,0,0,1,2,0,0,1,1,2,0,0,ASB7,3,4
ENSG00000183696,+,5626,5626,0.5135087095627444,0.4793814432989691,2,8,0,0,1,0,0,2,0,1,0,0,1,0,0,0,UPP1,2,3
ENSG00000183726,+,17120,17120,0.5776285046728972,0.5470210280373832,45,35,2,2,0,2,0,1,0,0,0,0,9,1,1,1,TMEM50A,10,5
ENSG00000183735,+,38647,38647,0.6275519445235076,0.6072398892540172,120,91,1,3,2,2,3,5,1,1,0,5,15,2,7,2,TBK1,28,17
ENSG00000183889,+,16761,16761,0.5328441023805263,0.35367818149275104,24,9,4,4,4,5,3,1,0,0,0,0,6,1,0,0,AC138969.1,13,7
ENSG00000184060,+,16275,16275,0.5014439324116744,0.5415668202764977,12,39,0,13,1,0,2,0,1,3,0,1,8,9,1,2,ADAP2,13,15
ENSG00000184110,+,25988,25988,0.5225103894104971,0.503386178236109,37,24,2,0,1,2,3,3,4,1,1,1,7,18,0,2,EIF3C,16,27
ENSG00000184182,+,45198,45198,0.5716845878136201,0.5146466657816717,85,56,10,7,5,4,0,2,4,1,1,2,7,12,3,1,UBE2F,20,22
ENSG00000184371,+,3224,3224,0.4109801488833747,0.418424317617866,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,CSF1,2,0
ENSG00000184575,+,2086,2086,0.6284755512943433,0.5862895493767977,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,XPOT,1,1
ENSG00000184635,+,29325,29325,0.6111849957374254,0.6064791133844842,82,83,4,10,0,0,1,2,2,2,0,2,5,8,0,1,ZNF93,8,15
ENSG00000184922,+,12195,12195,0.42845428454284545,0.4,5,5,0,0,2,2,1,2,0,0,0,2,2,1,0,0,FMNL1,5,7
ENSG00000184939,+,25931,25931,0.5664262851413366,0.5096216883267132,50,32,8,2,0,2,1,2,1,3,2,1,8,10,2,2,ZFP90,14,20
ENSG00000185122,+,8545,8545,0.4649502633118783,0.41732007021650086,2,7,0,0,2,3,1,1,1,0,0,0,4,1,0,0,HSF1,8,5
ENSG00000185158,+,11314,11314,0.5438394908962347,0.602262683401096,23,32,0,4,1,0,1,1,0,0,0,2,3,2,0,1,LRRC37B,5,6
ENSG00000185201,+,7937,7937,0.4155222376212675,0.4758724959052539,7,10,0,0,1,0,0,1,0,0,0,1,0,6,0,0,IFITM2,1,8
ENSG00000185291,+,10243,10243,0.4635360734159914,0.5015132285463243,6,8,1,0,0,1,0,0,0,0,0,0,8,4,0,1,IL3RA,8,6
ENSG00000185432,+,5165,5165,0.5696030977734753,0.6222652468538238,11,14,0,0,0,0,0,1,0,0,0,1,1,0,0,0,METTL7A,1,2
ENSG00000185591,+,16678,16678,0.5389734980213455,0.5291401846744214,23,27,2,0,1,0,1,1,0,0,0,0,11,11,2,0,SP1,15,12
ENSG00000185619,+,40249,40249,0.44371288727670255,0.43956371586871723,41,32,3,3,7,7,4,2,2,0,2,0,5,8,2,1,PCGF3,22,18
ENSG00000185651,+,46738,46738,0.5190637168898968,0.47092301767298556,65,25,12,5,5,5,6,2,1,1,2,1,15,26,2,1,UBE2L3,31,36
ENSG00000185787,+,13747,13747,0.624281661453408,0.5548847021168255,37,30,0,0,0,2,0,1,0,1,0,0,3,5,0,0,MORF4L1,3,9
ENSG00000185896,+,23613,23613,0.4972261042646,0.5260238004489053,29,20,3,1,1,2,2,3,0,0,0,1,10,11,1,11,LAMP1,14,28
ENSG00000185946,+,18293,18293,0.6618925271961953,0.6205105778166512,67,49,4,2,0,0,0,1,0,1,0,1,1,0,1,2,RNPC3,2,5
ENSG00000186184,+,42863,42863,0.6180388680213704,0.6011011828383455,126,119,8,5,1,3,2,5,4,4,1,1,5,3,3,3,POLR1D,16,19
ENSG00000186188,+,27752,27752,0.525151340443932,0.5488973767656385,39,52,1,12,6,4,2,3,1,0,1,1,4,1,1,2,FFAR4,15,11
ENSG00000186431,+,15474,15474,0.518482616001034,0.5626211709965103,23,19,3,1,2,5,0,0,0,1,1,1,7,4,0,2,FCAR,10,13
ENSG00000186575,+,30170,30170,0.5612529002320186,0.5583692409678489,55,51,3,2,2,4,0,3,2,1,1,0,6,7,0,2,NF2,11,17
ENSG00000186716,+,42225,42225,0.46041444641799883,0.5015275310834814,29,42,0,3,6,5,5,2,0,0,1,2,9,12,0,0,BCR,21,21
ENSG00000186812,+,1782,1782,0.6021324354657688,0.621773288439955,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ZNF397,0,0
ENSG00000186973,+,7900,7900,0.5670886075949367,0.5856962025316456,6,20,2,5,1,1,1,2,1,0,0,0,1,0,1,0,FAM183A,5,3
ENSG00000187037,+,47578,47578,0.6063726932615915,0.6224515532388919,122,129,7,1,3,3,1,1,2,1,1,1,7,9,2,3,GPR141,16,18
ENSG00000187134,+,695,695,0.6618705035971223,0.6920863309352518,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,AKR1C1,1,1
ENSG00000187474,+,17917,17917,0.5690684824468382,0.5771055422224702,42,30,0,3,2,1,1,2,1,0,0,4,2,3,1,3,FPR3,7,13
ENSG00000187688,+,18682,18682,0.47382507226207043,0.48849159618884486,10,18,0,2,3,2,3,0,1,0,0,0,5,13,1,0,TRPV2,13,15
ENSG00000187742,+,23971,23971,0.563180509782654,0.5890450961578574,35,47,0,1,3,3,1,1,1,2,1,2,0,7,5,2,SECISBP2,11,17
ENSG00000188554,+,33389,33389,0.5540147952918626,0.5542244451765551,43,55,0,8,4,2,2,3,2,7,1,0,18,11,1,4,NBR1,28,27
ENSG00000188659,+,18371,18371,0.6324642098960318,0.6042131620488814,52,50,1,3,0,2,1,0,1,4,1,3,1,4,3,0,SAXO2,7,13
ENSG00000188735,+,4659,4659,0.4936681691350075,0.4363597338484653,1,4,0,2,0,0,1,0,0,0,0,0,2,1,0,1,TMEM120B,3,2
ENSG00000188747,+,6774,6774,0.3624151166223797,0.4546796575140242,2,12,0,1,3,0,0,1,0,0,0,0,1,2,0,0,NOXA1,4,3
ENSG00000188811,+,5457,5457,0.6210371999266997,0.576690489279824,18,12,1,0,0,0,0,0,1,0,0,0,2,1,0,0,NHLRC3,3,1
ENSG00000189042,+,25302,25302,0.6055252549205596,0.5676626353647933,69,42,6,0,2,0,2,2,2,1,1,1,3,13,1,3,ZNF567,11,20
ENSG00000189091,+,39726,39726,0.5776066052459347,0.5339324371947842,87,54,15,9,3,3,3,1,4,0,1,0,10,12,0,0,SF3B3,21,16
ENSG00000189152,+,13211,13211,0.46521837862387405,0.43289682840057525,13,11,0,0,1,2,3,0,1,0,0,0,7,0,1,1,GRAPL,13,3
ENSG00000189180,+,38319,38319,0.6161173308280488,0.576946162478144,80,67,5,8,1,4,1,1,2,2,0,1,7,12,3,1,ZNF33A,14,21
ENSG00000189350,+,1846,1846,0.5037919826652221,0.47291440953412783,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,TOGARAM2,1,1
ENSG00000189369,+,1117,1117,0.5837063563115488,0.4914950760966876,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GSPT2,0,1
ENSG00000189430,+,3589,3589,0.5107272220674283,0.5121203677904709,4,4,0,0,2,0,0,0,0,0,0,0,2,1,0,0,NCR1,4,1
ENSG00000196189,+,11251,11251,0.46893609456937163,0.47515776375433294,6,19,0,10,0,2,0,0,0,1,0,0,3,4,1,0,SEMA4A,4,7
ENSG00000196199,+,10969,10969,0.5362384902908196,0.5694229191357462,32,16,1,1,2,1,0,0,0,0,3,1,2,3,1,2,MPHOSPH8,8,7
ENSG00000196262,+,760,760,0.5302631578947369,0.5157894736842106,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PPIA,1,0
ENSG00000196313,+,49470,49470,0.534990903577926,0.5424701839498686,97,92,9,10,6,4,3,2,4,2,1,3,11,16,1,3,POM121,26,30
ENSG00000196352,+,9408,9408,0.6375425170068028,0.5858843537414966,38,25,3,1,0,1,0,1,1,2,1,0,1,1,0,1,CD55,3,6
ENSG00000196387,+,22593,22593,0.5979728234408888,0.5689815429557827,58,44,4,0,1,2,0,0,0,0,1,2,3,5,3,4,ZNF140,8,13
ENSG00000196428,+,42098,42098,0.6527150933536034,0.6081999144852487,167,117,9,0,2,2,4,6,3,5,1,3,9,4,2,5,TSC22D2,21,25
ENSG00000196549,+,21406,21406,0.6121648136036625,0.6259927123236476,76,70,9,4,1,1,1,0,0,2,0,1,4,9,1,4,MME,7,17
ENSG00000196586,+,39311,39311,0.6132380249802855,0.5903182315382463,119,100,8,5,3,4,1,0,3,2,3,3,8,12,2,2,MYO6,20,23
ENSG00000196715,+,46332,46332,0.5858370025036692,0.5678149011482345,99,92,8,11,1,3,3,3,1,1,2,4,22,22,1,1,VKORC1L1,30,34
ENSG00000196735,+,6847,6847,0.5950051117277639,0.5812764714473492,18,13,1,0,1,0,0,0,0,0,2,0,4,2,1,0,HLA-DQA1,8,2
ENSG00000196743,+,183,183,0.5683060109289617,0.73224043715847,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,GM2A,1,0
ENSG00000196757,+,687,687,0.604075691411936,0.5778748180494906,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZNF700,0,0
ENSG00000196814,+,28705,28705,0.552621494513151,0.5718864309353772,55,76,3,2,7,3,0,2,0,0,3,0,7,3,1,0,MVB12B,18,8
ENSG00000196843,+,6715,6715,0.4358897989575577,0.4302308265078183,2,1,0,0,0,2,0,1,0,1,1,0,1,0,0,1,ARID5A,2,5
ENSG00000196862,+,3490,3490,0.6234957020057307,0.6177650429799427,3,11,0,0,1,0,0,0,1,0,0,0,1,0,0,0,RGPD4,3,0
ENSG00000196961,+,35829,35829,0.45820424795556675,0.4923386083898518,27,22,2,3,6,4,3,3,0,0,0,2,13,22,1,1,AP2A1,23,32
ENSG00000197006,+,27502,27502,0.5615955203257945,0.5791578794269507,64,64,7,1,5,1,0,4,0,1,0,1,5,5,2,0,METTL9,12,12
ENSG00000197070,+,4262,4262,0.3655560769591741,0.4415767245424683,0,8,0,4,0,1,0,1,0,0,0,0,0,1,0,0,ARRDC1,0,3
ENSG00000197111,+,1385,1385,0.5689530685920577,0.5790613718411552,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,PCBP2,2,2
ENSG00000197142,+,13459,13459,0.5834014414146668,0.5855561334423063,19,33,1,4,1,1,1,4,1,1,1,0,5,1,1,0,ACSL5,10,7
ENSG00000197150,+,16038,16038,0.43159995011846863,0.44001745853597707,6,6,0,0,6,3,1,0,0,0,0,0,7,4,1,1,ABCB8,15,8
ENSG00000197208,+,46140,46140,0.5563285652362375,0.47765496315561334,90,43,5,0,6,4,4,2,2,1,2,2,10,9,4,2,SLC22A4,28,20
ENSG00000197312,+,6313,6313,0.5943291620465706,0.5974972279423412,9,13,0,0,0,0,0,2,0,1,0,0,2,1,1,1,DDI2,3,5
ENSG00000197448,+,5169,5169,0.5252466627974464,0.5649061714064616,6,11,0,1,0,0,0,0,0,0,0,1,1,2,0,0,GSTK1,1,3
ENSG00000197451,+,4384,4384,0.4717153284671533,0.48996350364963503,4,6,0,1,0,1,0,1,0,0,0,0,0,2,0,1,HNRNPAB,0,5
ENSG00000197471,+,6062,6062,0.500329924117453,0.499010227647641,2,5,0,0,0,0,0,2,0,0,0,0,5,4,0,0,SPN,5,6
ENSG00000197562,+,21003,21003,0.41679760034280816,0.443365233538066,15,9,7,0,6,1,4,1,1,1,1,0,9,7,0,0,RAB40C,21,10
ENSG00000197601,+,24239,24239,0.6564627253599571,0.6299352283510046,70,71,1,3,2,1,1,0,1,3,0,1,3,4,2,3,FAR1,9,12
ENSG00000197724,+,28052,28052,0.43148438614002566,0.5157921003849993,10,37,0,0,3,4,0,1,0,0,1,0,3,4,0,1,PHF2,7,10
ENSG00000197756,+,1416,1416,0.5988700564971752,0.5218926553672316,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RPL37A,0,0
ENSG00000197766,+,2288,2288,0.3763111888111888,0.326486013986014,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,CFD,2,1
ENSG00000197779,+,10455,10455,0.6119560019129603,0.5810616929698709,35,18,2,0,0,0,2,0,1,1,1,1,0,1,1,1,ZNF81,5,4
ENSG00000197798,+,38724,38724,0.58537341183762,0.5319698378266708,83,53,11,1,3,5,2,3,1,0,0,5,12,12,1,2,FAM118B,19,27
