gene_id	celltype	stage	pas_id	rank	chrom	start	end	strand	n_cells	n_cells_expr	reads
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12632	1	1	97314551	97314906	-	1651	8	40.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12710	1	1	97557226	97557683	-	168	1	3.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12690	1	1	97484548	97485981	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12677	1	1	97440492	97441735	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12711	1	1	97559609	97560022	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12692	1	1	97502158	97502737	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12654	1	1	97390771	97391562	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12635	1	1	97333155	97333948	-	1651	1	5.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12578	1	1	97130731	97131216	-	245	2	14.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12591	1	1	97180194	97180488	-	245	1	6.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12655	1	1	97392446	97392881	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12579	1	1	97133097	97133761	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12694	1	1	97524770	97525078	-	168	136	352.7
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12670	1	1	97429534	97429824	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12638	1	1	97346100	97346845	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12730	1	1	97645490	97645872	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12672	1	1	97432354	97432942	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12659	1	1	97400568	97402062	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12596	1	1	97187222	97188304	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12731	1	1	97646370	97647021	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12654	1	1	97390771	97391562	-	1651	94	320.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12617	1	1	97264168	97264734	-	245	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249395	1	6	158783099	158784177	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12655	1	1	97392446	97392881	-	1651	46	150.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12632	1	1	97314551	97314906	-	245	1	2.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12670	1	1	97429534	97429824	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12735	1	1	97665486	97666723	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12710	1	1	97557226	97557683	-	705	1	7.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12690	1	1	97484548	97485981	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12677	1	1	97440492	97441735	-	705	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249399	1	6	158786699	158787570	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12736	1	1	97671696	97672517	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12711	1	1	97559609	97560022	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12672	1	1	97432354	97432942	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12659	1	1	97400568	97402062	-	1651	4	25.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12635	1	1	97333155	97333948	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12750	1	1	97714361	97714639	-	168	5	17.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12692	1	1	97502158	97502737	-	705	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249401	1	6	158788671	158790603	-	1651	7	28.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12694	1	1	97524770	97525078	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12638	1	1	97346100	97346845	-	245	2	6.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12753	1	1	97717950	97718705	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12710	1	1	97557226	97557683	-	1651	14	79.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12690	1	1	97484548	97485981	-	1651	14	60.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12677	1	1	97440492	97441735	-	1651	27	119.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12755	1	1	97719620	97720226	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12730	1	1	97645490	97645872	-	705	2	12.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12711	1	1	97559609	97560022	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12654	1	1	97390771	97391562	-	245	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249385	1	6	158770712	158772080	-	1651	9	52.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12756	1	1	97730849	97732054	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12731	1	1	97646370	97647021	-	705	3	14.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12692	1	1	97502158	97502737	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12655	1	1	97392446	97392881	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12771	1	1	97808427	97809206	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12758	1	1	97738789	97739235	-	168	1	6.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12694	1	1	97524770	97525078	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12670	1	1	97429534	97429824	-	245	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249421	1	6	158814458	158818266	-	1651	15	74.5
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249409	1	6	158797853	158801612	-	1651	44	196.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12735	1	1	97665486	97666723	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12672	1	1	97432354	97432942	-	245	1	4.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12659	1	1	97400568	97402062	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12736	1	1	97671696	97672517	-	705	4	22.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12730	1	1	97645490	97645872	-	1651	1	3.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12750	1	1	97714361	97714639	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12731	1	1	97646370	97647021	-	1651	91	383.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12776	1	1	97823152	97824427	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12778	1	1	97826430	97828108	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12753	1	1	97717950	97718705	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12710	1	1	97557226	97557683	-	245	21	56.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12690	1	1	97484548	97485981	-	245	2	9.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12677	1	1	97440492	97441735	-	245	22	68.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12779	1	1	97829840	97830188	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12735	1	1	97665486	97666723	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12711	1	1	97559609	97560022	-	245	5	26.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12793	1	1	97882244	97882795	-	168	82	258.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12755	1	1	97719620	97720226	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12736	1	1	97671696	97672517	-	1651	2	13.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12692	1	1	97502158	97502737	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12566	1	1	97086207	97086745	-	168	24	81.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12756	1	1	97730849	97732054	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12750	1	1	97714361	97714639	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12694	1	1	97524770	97525078	-	245	1	5.7
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12568	1	1	97089647	97090524	-	168	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	249395	1	6	158783099	158784177	-	245	5	30.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12771	1	1	97808427	97809206	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12758	1	1	97738789	97739235	-	705	11	46.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12602	1	1	97202005	97202302	-	168	2	10.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12753	1	1	97717950	97718705	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12730	1	1	97645490	97645872	-	245	1	5.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12799	1	1	97899199	97899765	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12755	1	1	97719620	97720226	-	1651	1	7.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12731	1	1	97646370	97647021	-	245	3	18.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12605	1	1	97224607	97225130	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12585	1	1	97164963	97165320	-	168	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	249399	1	6	158786699	158787570	-	245	2	12.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12756	1	1	97730849	97732054	-	1651	39	188.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12606	1	1	97225581	97226111	-	168	1	5.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12776	1	1	97823152	97824427	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12771	1	1	97808427	97809206	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12758	1	1	97738789	97739235	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12588	1	1	97170740	97171197	-	168	4	21.8
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	249395	1	6	158783099	158784177	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12778	1	1	97826430	97828108	-	705	69	213.7
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12735	1	1	97665486	97666723	-	245	17	73.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12779	1	1	97829840	97830188	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12736	1	1	97671696	97672517	-	245	8	17.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12793	1	1	97882244	97882795	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12750	1	1	97714361	97714639	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12566	1	1	97086207	97086745	-	705	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	249399	1	6	158786699	158787570	-	705	1	7.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12776	1	1	97823152	97824427	-	1651	1	6.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12626	1	1	97285704	97286117	-	168	3	15.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12568	1	1	97089647	97090524	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12753	1	1	97717950	97718705	-	245	2	8.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12627	1	1	97286483	97287361	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12602	1	1	97202005	97202302	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12778	1	1	97826430	97828108	-	1651	11	73.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12779	1	1	97829840	97830188	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12755	1	1	97719620	97720226	-	245	15	48.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12799	1	1	97899199	97899765	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12793	1	1	97882244	97882795	-	1651	37	196.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12756	1	1	97730849	97732054	-	245	5	22.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12643	1	1	97356328	97356878	-	168	3	15.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12605	1	1	97224607	97225130	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12566	1	1	97086207	97086745	-	1651	18	86.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12585	1	1	97164963	97165320	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12606	1	1	97225581	97226111	-	705	12	63.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12771	1	1	97808427	97809206	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12758	1	1	97738789	97739235	-	245	4	15.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12568	1	1	97089647	97090524	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12588	1	1	97170740	97171197	-	705	3	15.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12602	1	1	97202005	97202302	-	1651	21	113.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12799	1	1	97899199	97899765	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12649	1	1	97381174	97381542	-	168	1	4.7
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12605	1	1	97224607	97225130	-	1651	21	123.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12585	1	1	97164963	97165320	-	1651	51	180.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12776	1	1	97823152	97824427	-	245	4	19.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12606	1	1	97225581	97226111	-	1651	16	84.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12626	1	1	97285704	97286117	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12778	1	1	97826430	97828108	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12627	1	1	97286483	97287361	-	705	3	19.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12588	1	1	97170740	97171197	-	1651	18	98.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12779	1	1	97829840	97830188	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12793	1	1	97882244	97882795	-	245	3	13.7
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12680	1	1	97445823	97446216	-	168	6	25.4
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12566	1	1	97086207	97086745	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12681	1	1	97448699	97449251	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12643	1	1	97356328	97356878	-	705	5	27.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12568	1	1	97089647	97090524	-	245	1	2.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12626	1	1	97285704	97286117	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12602	1	1	97202005	97202302	-	245	1	5.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12627	1	1	97286483	97287361	-	1651	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249401	1	6	158788671	158790603	-	168	1	4.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12799	1	1	97899199	97899765	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12706	1	1	97547583	97547908	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12605	1	1	97224607	97225130	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12585	1	1	97164963	97165320	-	245	1	6.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12649	1	1	97381174	97381542	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12643	1	1	97356328	97356878	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12606	1	1	97225581	97226111	-	245	13	47.4
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249385	1	6	158770712	158772080	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12588	1	1	97170740	97171197	-	245	8	17.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12724	1	1	97618415	97618937	-	168	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249421	1	6	158814458	158818266	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12680	1	1	97445823	97446216	-	705	3	18.7
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	249409	1	6	158797853	158801612	-	168	9	35.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12681	1	1	97448699	97449251	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12649	1	1	97381174	97381542	-	1651	4	23.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12626	1	1	97285704	97286117	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12627	1	1	97286483	97287361	-	245	1	5.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12706	1	1	97547583	97547908	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12680	1	1	97445823	97446216	-	1651	12	56.3
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12643	1	1	97356328	97356878	-	245	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12681	1	1	97448699	97449251	-	1651	2	10.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12746	1	1	97708893	97709759	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12761	1	1	97763485	97764057	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12748	1	1	97711899	97712915	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12724	1	1	97618415	97618937	-	705	4	27.1
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12763	1	1	97776011	97776514	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12706	1	1	97547583	97547908	-	1651	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12649	1	1	97381174	97381542	-	245	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249395	1	6	158783099	158784177	-	1651	18	86.9
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12766	1	1	97792345	97792757	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12800	1	1	97907849	97908610	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12767	1	1	97797542	97797834	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12781	1	1	97849598	97849893	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12768	1	1	97800255	97801101	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	12724	1	1	97618415	97618937	-	1651	20	118.6
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12680	1	1	97445823	97446216	-	245	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	249401	1	6	158788671	158790603	-	245	1	6.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	12681	1	1	97448699	97449251	-	245	1	6.1
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	StageI	249399	1	6	158786699	158787570	-	1651	4	22.5
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12783	1	1	97854352	97854586	-	168	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12746	1	1	97708893	97709759	-	705	13	56.2
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	IVprimary	12571	1	1	97097421	97097688	-	168	0	0.0
ENSG00000092820	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Normal	249385	1	6	158770712	158772080	-	245	2	8.8
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12761	1	1	97763485	97764057	-	705	0	0.0
ENSG00000188641	CELL_TYPES_WANSLEEBEN_HOGAN_2013_DC	Met	12748	1	1	97711899	97712915	-	705	0	0.0
